periodo,unidad_id,area_id,horas_plan,horas_real,participantes,dc3_requeridos,dc3_emitidos,inversion_mxn,competencias_criticas_req,competencias_criticas_ok
2026-03,U02,A02,1034.8,885.0,179,119,118,239032.0,63,61
2026-03,U02,A03,455.0,454.7,78,52,51,179917.0,28,27
2026-03,U02,A04,447.2,415.4,77,51,50,141679.0,27,26
2026-03,U02,A05,51.0,45.5,13,9,8,12226.0,2,1
2026-03,U02,A06,71.4,62.8,18,12,11,23686.0,2,1
2026-03,U03,A02,1222.0,1206.3,211,141,136,327622.0,75,71
2026-03,U03,A03,569.4,474.8,98,65,62,153818.0,35,32
2026-03,U03,A04,561.6,543.2,97,64,62,154166.0,34,32
2026-03,U03,A05,64.6,60.2,17,11,10,24181.0,2,1
2026-03,U03,A06,93.5,86.7,24,16,15,23406.0,3,2
2026-03,U04,A03,793.0,818.6,137,91,90,291455.0,48,47
2026-03,U04,A04,348.4,312.3,60,40,39,104057.0,21,20
2026-03,U04,A05,37.4,33.6,9,6,5,11333.0,2,1
2026-03,U04,A06,57.8,55.5,15,10,9,19874.0,2,1
2026-03,U05,A05,20.4,18.2,5,3,2,5108.0,2,1
2026-03,U05,A06,164.9,172.9,43,29,28,71269.0,6,5
2026-04,U01,A01,1118.0,1113.8,193,129,124,383270.0,68,62
2026-04,U01,A03,410.8,408.7,71,47,45,111521.0,25,23
2026-04,U01,A04,488.8,472.7,84,56,53,176386.0,30,27
2026-04,U01,A05,61.2,54.3,16,10,9,14389.0,2,1
2026-04,U01,A06,83.3,86.2,22,14,13,33307.0,3,2
2026-04,U02,A02,1016.6,1009.0,175,117,116,365799.0,62,59
2026-04,U02,A03,455.0,467.3,78,52,51,188175.0,28,26
2026-04,U02,A04,449.8,450.0,77,51,50,164287.0,27,26
2026-04,U02,A05,51.0,50.1,13,9,8,19804.0,2,1
2026-04,U02,A06,71.4,68.0,18,12,11,17690.0,2,1
2026-04,U03,A02,1196.0,1150.0,207,138,135,410239.0,73,69
2026-04,U03,A03,548.6,573.5,94,63,59,178093.0,33,30
2026-04,U03,A04,582.4,601.2,100,67,64,198499.0,35,33
2026-04,U03,A05,66.3,61.2,17,11,10,18602.0,2,1
2026-04,U03,A06,90.1,90.5,23,15,14,34929.0,3,2
2026-04,U04,A03,793.0,788.0,137,91,90,280079.0,48,47
2026-04,U04,A04,345.8,317.2,59,39,38,107979.0,21,20
2026-04,U04,A05,39.1,37.6,10,6,5,12505.0,2,1
2026-04,U04,A06,59.5,55.5,15,10,9,17315.0,2,1
2026-04,U05,A05,20.4,20.9,5,3,2,5912.0,2,1
2026-04,U05,A06,170.0,164.0,45,30,29,66529.0,7,6
2026-05,U01,A01,1141.4,1204.5,197,131,122,361364.0,70,63
2026-05,U01,A03,405.6,406.9,70,46,42,144817.0,24,22
2026-05,U01,A04,509.6,543.4,88,58,54,212917.0,31,29
2026-05,U01,A05,59.5,63.1,15,10,9,16279.0,2,1
2026-05,U01,A06,86.7,85.8,22,15,14,30171.0,3,2
2026-05,U02,A02,1055.6,1084.4,182,121,120,294200.0,64,63
2026-05,U02,A03,444.6,435.3,76,51,50,151860.0,27,26
2026-05,U02,A04,468.0,436.4,81,54,53,174433.0,28,27
2026-05,U02,A05,52.7,57.5,13,9,8,14938.0,2,1
2026-05,U02,A06,71.4,65.9,18,12,11,18416.0,2,1
2026-05,U03,A02,1227.2,1201.8,212,141,135,459031.0,75,72
2026-05,U03,A03,546.0,523.4,94,63,60,149021.0,33,31
2026-05,U03,A04,553.8,541.3,95,63,61,177558.0,34,32
2026-05,U03,A05,64.6,70.0,17,11,10,27995.0,2,1
2026-05,U03,A06,88.4,95.7,23,15,14,25346.0,3,2
2026-05,U04,A03,798.2,780.5,138,92,91,319005.0,49,47
2026-05,U04,A04,358.8,350.6,62,41,40,120166.0,22,21
2026-05,U04,A05,39.1,40.8,10,6,5,12976.0,2,1
2026-05,U04,A06,56.1,56.5,14,9,8,19883.0,2,1
2026-05,U05,A05,20.4,19.7,5,3,2,7833.0,2,1
2026-05,U05,A06,173.4,181.4,45,30,29,51358.0,7,6
2026-06,U01,A01,1154.4,1281.8,199,133,127,379476.0,71,67
2026-06,U01,A03,410.8,437.9,71,47,44,141968.0,25,23
2026-06,U01,A04,501.8,561.1,86,57,54,175102.0,30,27
2026-06,U01,A05,57.8,56.3,15,10,9,14447.0,2,1
2026-06,U01,A06,85.0,94.0,22,15,14,35054.0,3,2
2026-06,U02,A02,1047.8,975.2,181,120,119,297476.0,64,61
2026-06,U02,A03,447.2,501.7,77,51,50,190019.0,27,26
2026-06,U02,A04,462.8,433.0,80,53,52,169477.0,28,26
2026-06,U02,A05,54.4,60.9,14,9,8,25055.0,2,1
2026-06,U02,A06,69.7,74.4,18,12,11,25403.0,2,1
2026-06,U03,A02,1222.0,1141.7,211,141,134,414740.0,75,69
2026-06,U03,A03,551.2,617.3,95,63,62,257726.0,33,31
2026-06,U03,A04,564.2,593.4,97,65,62,246055.0,34,31
2026-06,U03,A05,66.3,73.1,17,11,10,27736.0,2,1
2026-06,U03,A06,91.8,90.7,24,16,15,35671.0,3,2
2026-06,U04,A03,798.2,796.5,138,92,91,230148.0,49,48
2026-06,U04,A04,348.4,357.5,60,40,39,125788.0,21,20
2026-06,U04,A05,39.1,42.1,10,6,5,11913.0,2,1
2026-06,U04,A06,56.1,59.6,14,9,8,24715.0,2,1
2026-06,U05,A05,20.4,20.8,5,3,2,7887.0,2,1
2026-06,U05,A06,166.6,176.1,44,29,28,49055.0,6,5
2026-07,U01,A01,1154.4,1208.2,199,133,126,310193.0,71,64
2026-07,U01,A03,410.8,388.0,71,47,44,104478.0,25,23
2026-07,U01,A04,491.4,472.2,85,56,52,144905.0,30,27
2026-07,U01,A05,61.2,68.4,16,10,9,28422.0,2,1
2026-07,U01,A06,85.0,88.8,22,15,14,31748.0,3,2
2026-07,U02,A02,1045.2,1014.7,180,120,118,311374.0,64,61
2026-07,U02,A03,460.2,469.7,79,53,51,131338.0,28,26
2026-07,U02,A04,470.6,455.6,81,54,53,173166.0,28,26
2026-07,U02,A05,52.7,55.8,13,9,8,17024.0,2,1
2026-07,U02,A06,73.1,69.3,19,12,11,25945.0,3,2
2026-07,U03,A02,1261.0,1341.4,218,145,141,395620.0,77,72
2026-07,U03,A03,561.6,517.2,97,64,61,149332.0,34,32
2026-07,U03,A04,579.8,595.4,100,66,64,157827.0,35,32
2026-07,U03,A05,68.0,67.5,18,12,11,20425.0,2,1
2026-07,U03,A06,90.1,86.0,23,15,14,34771.0,3,2
2026-07,U04,A03,816.4,829.8,141,94,93,293416.0,50,49
2026-07,U04,A04,361.4,391.3,62,41,40,127463.0,22,21
2026-07,U04,A05,39.1,37.5,10,6,5,11799.0,2,1
2026-07,U04,A06,59.5,66.5,15,10,9,24337.0,2,1
2026-07,U05,A05,20.4,22.3,5,3,2,7780.0,2,1
2026-07,U05,A06,171.7,170.7,45,30,29,45389.0,7,6
