periodo,unidad_id,area_id,costo_ordinario,costo_horas_extra,costo_prestaciones,horas_ordinarias,horas_extra,presupuesto_costo_laboral,toneladas_movidas
2025-09,U05,A06,3616447.0,230670.0,1222331.0,17600.0,613.1,5222606.0,0.0
2025-10,U01,A01,11303441.0,2238162.0,4338783.0,86592.0,8348.2,17957600.0,553906.8
2025-10,U01,A03,3721342.0,670066.0,1301422.0,30912.0,2733.6,5731235.0,240739.0
2025-10,U01,A04,5119369.0,818845.0,1805304.0,36864.0,2923.0,7825851.0,0.0
2025-10,U01,A05,1018439.0,156384.0,362119.0,6336.0,523.5,1555279.0,0.0
2025-10,U01,A06,1755668.0,277232.0,671135.0,8624.0,734.3,2735616.0,0.0
2025-10,U02,A02,10617456.0,1461868.0,3912439.0,74496.0,4984.7,16236285.0,456135.0
2025-10,U02,A03,4070631.0,429592.0,1474699.0,32256.0,1752.6,6104176.0,262398.7
2025-10,U02,A04,4861262.0,580248.0,1820398.0,34368.0,2071.3,7400114.0,0.0
2025-10,U02,A05,901388.0,109888.0,319870.0,5632.0,367.8,1355334.0,0.0
2025-10,U02,A06,1480811.0,199050.0,576306.0,7392.0,527.2,2293003.0,0.0
2025-10,U03,A02,13529272.0,2142079.0,4606374.0,92736.0,7304.1,20494048.0,573245.8
2025-10,U03,A03,4910474.0,772624.0,1900658.0,40512.0,3152.0,7673922.0,335547.6
2025-10,U03,A04,5820869.0,837627.0,1978872.0,41664.0,2990.0,8753821.0,0.0
2025-10,U03,A05,1101643.0,179821.0,382074.0,6688.0,601.9,1679956.0,0.0
2025-10,U03,A06,1973700.0,329802.0,732658.0,9504.0,873.6,3065602.0,0.0
2025-10,U04,A03,7327943.0,820734.0,2433705.0,59712.0,3348.3,10791850.0,511070.0
2025-10,U04,A04,3700344.0,367619.0,1368990.0,25728.0,1312.3,5562139.0,0.0
2025-10,U04,A05,623457.0,69032.0,224253.0,3872.0,231.1,935560.0,0.0
2025-10,U04,A06,1293608.0,114428.0,456646.0,6160.0,303.1,1911404.0,0.0
2025-10,U05,A05,337482.0,22211.0,122045.0,2112.0,74.3,496198.0,0.0
2025-10,U05,A06,3649716.0,251892.0,1298301.0,17776.0,667.2,5352040.0,0.0
2025-11,U01,A01,11636876.0,1949777.0,3885032.0,85056.0,7247.6,17624233.0,514517.5
2025-11,U01,A03,3684673.0,681726.0,1315656.0,30336.0,2771.7,5716186.0,242793.6
2025-11,U01,A04,5220477.0,730795.0,1787684.0,36288.0,2599.8,7849700.0,0.0
2025-11,U01,A05,1026213.0,145473.0,399375.0,6160.0,485.3,1594480.0,0.0
2025-11,U01,A06,1829895.0,315275.0,627719.0,8624.0,832.2,2795205.0,0.0
2025-11,U02,A02,11387470.0,1431965.0,3764973.0,78144.0,4866.0,16865317.0,471386.1
2025-11,U02,A03,4241210.0,557105.0,1601487.0,33792.0,2265.0,6506734.0,288399.0
2025-11,U02,A04,4915954.0,494585.0,1789633.0,34368.0,1759.5,7363439.0,0.0
2025-11,U02,A05,910400.0,85116.0,337106.0,5456.0,283.9,1364927.0,0.0
2025-11,U02,A06,1501934.0,165251.0,573597.0,7392.0,436.2,2287911.0,0.0
2025-11,U03,A02,13235177.0,2024988.0,5065346.0,90624.0,6881.2,20582038.0,557837.5
2025-11,U03,A03,4908998.0,783425.0,1744718.0,40128.0,3185.1,7517199.0,306606.9
2025-11,U03,A04,6189707.0,1039854.0,2207482.0,43584.0,3699.2,9523757.0,0.0
2025-11,U03,A05,1158764.0,175786.0,388405.0,7040.0,586.4,1743357.0,0.0
2025-11,U03,A06,2009653.0,306725.0,746339.0,9504.0,809.7,3100853.0,0.0
2025-11,U04,A03,7628152.0,666021.0,2855869.0,60480.0,2707.8,11435337.0,467343.6
2025-11,U04,A04,3578034.0,316789.0,1254143.0,25536.0,1127.0,5277713.0,0.0
2025-11,U04,A05,629415.0,63275.0,230701.0,3872.0,211.1,944380.0,0.0
2025-11,U04,A06,1273219.0,105979.0,436190.0,6160.0,279.8,1862637.0,0.0
2025-11,U05,A05,336534.0,23757.0,130699.0,2112.0,79.3,505364.0,0.0
2025-11,U05,A06,3767933.0,241234.0,1334945.0,17952.0,636.8,5506196.0,0.0
2025-12,U01,A01,11517301.0,1905216.0,4379103.0,83520.0,7057.8,17983498.0,537232.8
2025-12,U01,A03,3753814.0,559304.0,1318355.0,30528.0,2266.2,5703115.0,257804.1
2025-12,U01,A04,5074416.0,774063.0,1918076.0,36480.0,2744.3,7864480.0,0.0
2025-12,U01,A05,1022563.0,122681.0,385960.0,6336.0,407.9,1560238.0,0.0
2025-12,U01,A06,1856742.0,245443.0,624665.0,8976.0,645.7,2769790.0,0.0
2025-12,U02,A02,11666565.0,1194353.0,4047190.0,77184.0,4044.7,17280808.0,518422.1
2025-12,U02,A03,3953724.0,468963.0,1501596.0,32640.0,1900.1,6038463.0,268517.8
2025-12,U02,A04,4902590.0,452139.0,1758674.0,34176.0,1603.0,7286561.0,0.0
2025-12,U02,A05,916528.0,85885.0,316621.0,5456.0,285.5,1350478.0,0.0
2025-12,U02,A06,1610743.0,169248.0,608538.0,7568.0,445.2,2441007.0,0.0
2025-12,U03,A02,13997173.0,1920290.0,4711512.0,93888.0,6503.2,20933185.0,579688.3
2025-12,U03,A03,5108250.0,570778.0,1831663.0,40896.0,2312.7,7663169.0,314774.0
2025-12,U03,A04,5979253.0,840759.0,2137194.0,41280.0,2980.7,9087033.0,0.0
2025-12,U03,A05,1103453.0,136056.0,415602.0,6864.0,452.3,1685373.0,0.0
2025-12,U03,A06,2044568.0,231757.0,774117.0,9680.0,609.7,3112391.0,0.0
2025-12,U04,A03,7241885.0,527637.0,2748632.0,58176.0,2137.9,10819988.0,508162.4
2025-12,U04,A04,3584592.0,361338.0,1235518.0,26112.0,1281.1,5297178.0,0.0
2025-12,U04,A05,640471.0,50440.0,240020.0,3872.0,167.7,956430.0,0.0
2025-12,U04,A06,1225019.0,108288.0,428979.0,5984.0,284.9,1806395.0,0.0
2025-12,U05,A05,343960.0,19586.0,115634.0,2112.0,65.1,494379.0,0.0
2025-12,U05,A06,3762051.0,213758.0,1456769.0,17952.0,562.3,5607573.0,0.0
2026-01,U01,A01,11600233.0,1529227.0,4290801.0,83328.0,5645.7,17707174.0,499283.3
2026-01,U01,A03,3632251.0,401269.0,1218243.0,29952.0,1620.3,5357679.0,241609.6
2026-01,U01,A04,5311208.0,669193.0,1817835.0,36480.0,2364.4,7931669.0,0.0
2026-01,U01,A05,994924.0,121055.0,384005.0,6160.0,401.1,1528140.0,0.0
2026-01,U01,A06,1795729.0,214818.0,635811.0,8624.0,563.2,2695627.0,0.0
2026-01,U02,A02,11750360.0,979125.0,4163484.0,78720.0,3304.6,17334937.0,532218.8
2026-01,U02,A03,4307876.0,344732.0,1547147.0,33984.0,1392.0,6366705.0,286848.2
2026-01,U02,A04,4694442.0,479104.0,1650363.0,33408.0,1692.8,6975276.0,0.0
2026-01,U02,A05,949972.0,63960.0,313937.0,5632.0,211.9,1366836.0,0.0
2026-01,U02,A06,1493906.0,122049.0,537282.0,7392.0,320.0,2210466.0,0.0
2026-01,U03,A02,13395803.0,1729964.0,4481383.0,90816.0,5838.7,19927233.0,543922.8
2026-01,U03,A03,5228913.0,673479.0,1816131.0,42240.0,2719.5,7846976.0,324376.5
2026-01,U03,A04,5957716.0,649682.0,2080803.0,43392.0,2295.5,8868023.0,0.0
2026-01,U03,A05,1118157.0,111272.0,374243.0,6864.0,368.7,1639675.0,0.0
2026-01,U03,A06,1995308.0,199675.0,700760.0,9856.0,523.5,2961156.0,0.0
2026-01,U04,A03,7381350.0,574612.0,2866824.0,58176.0,2320.3,11123062.0,506034.5
2026-01,U04,A04,3766376.0,295681.0,1323240.0,26112.0,1044.7,5531540.0,0.0
2026-01,U04,A05,643411.0,36202.0,222038.0,3872.0,119.9,930459.0,0.0
2026-01,U04,A06,1276870.0,95056.0,425571.0,5984.0,249.2,1847491.0,0.0
2026-01,U05,A05,341481.0,13934.0,131857.0,2112.0,46.2,504670.0,0.0
2026-01,U05,A06,3830378.0,158373.0,1272432.0,17952.0,415.2,5446465.0,0.0
2026-02,U01,A01,11450602.0,1076977.0,3797658.0,81984.0,3962.6,16709855.0,533005.7
2026-02,U01,A03,3665449.0,387218.0,1324004.0,30336.0,1558.3,5492774.0,236255.5
2026-02,U01,A04,5262636.0,488122.0,1757291.0,36288.0,1718.8,7687270.0,0.0
2026-02,U01,A05,1033736.0,93410.0,356413.0,6336.0,308.4,1519961.0,0.0
2026-02,U01,A06,1794798.0,201449.0,653841.0,8624.0,526.4,2703871.0,0.0
2026-02,U02,A02,11145145.0,834724.0,4239779.0,76224.0,2807.7,16678247.0,466423.7
2026-02,U02,A03,4025071.0,328576.0,1332240.0,33216.0,1322.3,5834965.0,272067.6
2026-02,U02,A04,4826276.0,345926.0,1835288.0,33216.0,1218.1,7210401.0,0.0
2026-02,U02,A05,900524.0,65372.0,305120.0,5456.0,215.9,1306965.0,0.0
2026-02,U02,A06,1547939.0,127783.0,596531.0,7568.0,333.9,2332975.0,0.0
2026-02,U03,A02,13860786.0,1206384.0,4717222.0,93696.0,4057.8,20282615.0,559750.2
2026-02,U03,A03,5133886.0,501092.0,1714842.0,41664.0,2016.6,7517706.0,356981.3
2026-02,U03,A04,6036696.0,642375.0,2308421.0,41472.0,2262.0,9183157.0,0.0
2026-02,U03,A05,1101076.0,106215.0,407355.0,6864.0,350.7,1652786.0,0.0
2026-02,U03,A06,2010330.0,151067.0,730525.0,9504.0,394.7,2972962.0,0.0
2026-02,U04,A03,7363014.0,485096.0,2870645.0,57984.0,1952.2,11043442.0,486041.4
2026-02,U04,A04,3566784.0,236261.0,1250859.0,25728.0,831.9,5204545.0,0.0
2026-02,U04,A05,656807.0,32824.0,253151.0,4048.0,108.4,974539.0,0.0
2026-02,U04,A06,1253321.0,72925.0,438547.0,5984.0,190.5,1820509.0,0.0
2026-02,U05,A05,342511.0,14173.0,119979.0,2112.0,46.8,493506.0,0.0
2026-02,U05,A06,3680538.0,156734.0,1256604.0,17248.0,409.5,5272162.0,0.0
2026-03,U01,A01,11485242.0,1267243.0,4345934.0,83520.0,4646.9,17455994.0,561048.8
2026-03,U01,A03,3544316.0,368549.0,1302065.0,29184.0,1478.1,5329824.0,240531.8
2026-03,U01,A04,5440740.0,607278.0,2028776.0,37632.0,2131.2,8242885.0,0.0
2026-03,U01,A05,998898.0,89813.0,338482.0,5984.0,295.6,1462227.0,0.0
2026-03,U01,A06,1872043.0,156999.0,666008.0,8976.0,408.8,2765302.0,0.0
2026-03,U02,A02,11449083.0,733271.0,4232181.0,76416.0,2458.1,16914876.0,485608.6
2026-03,U02,A03,4303130.0,339544.0,1654715.0,33600.0,1361.8,6470419.0,278748.4
2026-03,U02,A04,4693313.0,333836.0,1774280.0,33024.0,1171.6,6998997.0,0.0
2026-03,U02,A05,871314.0,55157.0,323368.0,5280.0,181.5,1288156.0,0.0
2026-03,U02,A06,1559816.0,100587.0,557017.0,7392.0,261.9,2284514.0,0.0
2026-03,U03,A02,13516075.0,1202762.0,4788407.0,90240.0,4032.0,19994172.0,549846.4
2026-03,U03,A03,5340330.0,514613.0,2043502.0,42048.0,2064.0,8086625.0,361682.0
2026-03,U03,A04,5942153.0,545131.0,2223303.0,41472.0,1913.1,8925395.0,0.0
2026-03,U03,A05,1125329.0,85586.0,412434.0,6688.0,281.6,1668585.0,0.0
2026-03,U03,A06,1970152.0,151686.0,735333.0,9680.0,395.0,2936447.0,0.0
2026-03,U04,A03,7437370.0,382558.0,2574832.0,58560.0,1534.3,10738193.0,455625.0
2026-03,U04,A04,3568851.0,235396.0,1316495.0,25728.0,826.1,5274672.0,0.0
2026-03,U04,A05,647902.0,33911.0,214181.0,3872.0,111.6,925292.0,0.0
2026-03,U04,A06,1264203.0,65901.0,473334.0,5984.0,171.6,1863175.0,0.0
2026-03,U05,A05,348014.0,10732.0,128076.0,2112.0,35.3,505241.0,0.0
2026-03,U05,A06,3504803.0,117009.0,1352845.0,17072.0,304.7,5160488.0,0.0
2026-04,U01,A01,11086343.0,1356207.0,3915401.0,82560.0,4956.4,16653291.0,516696.0
2026-04,U01,A03,3756682.0,456340.0,1425077.0,30336.0,1824.1,5743503.0,238433.7
2026-04,U01,A04,5106478.0,494415.0,1847252.0,36096.0,1729.3,7622627.0,0.0
2026-04,U01,A05,1025475.0,96590.0,340772.0,6336.0,316.8,1497273.0,0.0
2026-04,U01,A06,1857093.0,175351.0,634912.0,8624.0,455.1,2730398.0,0.0
2026-04,U02,A02,10944836.0,900976.0,3813980.0,75072.0,3010.1,16071665.0,490480.3
2026-04,U02,A03,4293894.0,307560.0,1503223.0,33600.0,1229.4,6279431.0,258471.6
2026-04,U02,A04,4623703.0,349898.0,1556782.0,33216.0,1223.8,6710533.0,0.0
2026-04,U02,A05,894482.0,66663.0,300151.0,5280.0,218.6,1296389.0,0.0
2026-04,U02,A06,1508791.0,91100.0,585705.0,7392.0,236.4,2254341.0,0.0
2026-04,U03,A02,13377542.0,1072576.0,4531671.0,88320.0,3583.4,19487383.0,568208.1
2026-04,U03,A03,5157376.0,406025.0,1739551.0,40512.0,1623.0,7499627.0,317011.9
2026-04,U03,A04,6249449.0,619247.0,2233794.0,43008.0,2165.9,9310847.0,0.0
2026-04,U03,A05,1127132.0,111127.0,415474.0,6864.0,364.5,1692035.0,0.0
2026-04,U03,A06,1934457.0,175675.0,641550.0,9328.0,455.9,2818414.0,0.0
2026-04,U04,A03,7431355.0,381911.0,2641221.0,58560.0,1526.6,10800818.0,471275.7
2026-04,U04,A04,3570503.0,207983.0,1378735.0,25536.0,727.4,5321702.0,0.0
2026-04,U04,A05,667745.0,32070.0,258123.0,4048.0,105.2,990622.0,0.0
2026-04,U04,A06,1324102.0,67911.0,441966.0,6160.0,176.2,1894437.0,0.0
2026-04,U05,A05,349575.0,11084.0,123600.0,2112.0,36.4,502449.0,0.0
2026-04,U05,A06,3724262.0,155119.0,1368588.0,17600.0,402.6,5433715.0,0.0
2026-05,U01,A01,11292478.0,1333991.0,3862965.0,84288.0,4858.9,16797912.0,548236.9
2026-05,U01,A03,3697092.0,463363.0,1330913.0,29952.0,1846.0,5587887.0,234074.7
2026-05,U01,A04,5381610.0,646802.0,2082699.0,37632.0,2254.6,8265901.0,0.0
2026-05,U01,A05,1020870.0,116446.0,359822.0,6160.0,380.6,1526664.0,0.0
2026-05,U01,A06,1933389.0,217291.0,644319.0,8976.0,562.0,2850154.0,0.0
2026-05,U02,A02,11460195.0,932618.0,4003105.0,77952.0,3105.4,16830633.0,522933.2
2026-05,U02,A03,4175312.0,393517.0,1499941.0,32832.0,1567.7,6213972.0,252934.8
2026-05,U02,A04,4814740.0,436372.0,1752081.0,34560.0,1521.1,7176516.0,0.0
2026-05,U02,A05,883415.0,70107.0,314469.0,5456.0,229.2,1302266.0,0.0
2026-05,U02,A06,1534628.0,123453.0,567791.0,7392.0,319.3,2285915.0,0.0
2026-05,U03,A02,13671790.0,1559090.0,4524038.0,90624.0,5191.4,20137185.0,568025.1
2026-05,U03,A03,4915584.0,556543.0,1786678.0,40320.0,2217.2,7404576.0,329700.9
2026-05,U03,A04,5941076.0,603173.0,1981911.0,40896.0,2102.6,8713805.0,0.0
2026-05,U03,A05,1134552.0,109831.0,416465.0,6688.0,359.0,1699891.0,0.0
2026-05,U03,A06,1901467.0,215449.0,716850.0,9152.0,557.3,2891264.0,0.0
2026-05,U04,A03,7330098.0,465732.0,2685408.0,58944.0,1855.4,10801531.0,464084.0
2026-05,U04,A04,3726006.0,239702.0,1257526.0,26496.0,835.6,5380376.0,0.0
2026-05,U04,A05,679258.0,38076.0,229933.0,4048.0,124.5,977520.0,0.0
2026-05,U04,A06,1234478.0,68688.0,467322.0,5808.0,177.7,1827836.0,0.0
2026-05,U05,A05,357296.0,14541.0,131040.0,2112.0,47.5,520781.0,0.0
2026-05,U05,A06,3684143.0,160204.0,1330161.0,17952.0,414.4,5355294.0,0.0
2026-06,U01,A01,11803284.0,1823770.0,4137855.0,85248.0,6620.6,17971605.0,517090.5
2026-06,U01,A03,3719791.0,547941.0,1256550.0,30336.0,2175.6,5594794.0,236838.0
2026-06,U01,A04,5367679.0,657569.0,2006357.0,37056.0,2284.5,8179318.0,0.0
2026-06,U01,A05,1000392.0,122204.0,388384.0,5984.0,398.1,1539259.0,0.0
2026-06,U01,A06,1884476.0,215425.0,718792.0,8800.0,555.4,2875521.0,0.0
2026-06,U02,A02,11982583.0,1052781.0,4574970.0,77376.0,3493.8,18060644.0,504096.9
2026-06,U02,A03,4194801.0,364614.0,1579546.0,33024.0,1447.7,6296715.0,283200.4
2026-06,U02,A04,5066126.0,427086.0,1768761.0,34176.0,1483.8,7449958.0,0.0
2026-06,U02,A05,969842.0,92303.0,355227.0,5632.0,300.7,1451155.0,0.0
2026-06,U02,A06,1572540.0,158899.0,556236.0,7216.0,409.6,2338979.0,0.0
2026-06,U03,A02,13586173.0,1906659.0,4931487.0,90240.0,6327.5,20723749.0,604927.2
2026-06,U03,A03,4984542.0,560266.0,1907402.0,40704.0,2224.5,7605473.0,330019.7
2026-06,U03,A04,6160980.0,779724.0,2107713.0,41664.0,2708.9,9202186.0,0.0
2026-06,U03,A05,1128837.0,146406.0,381000.0,6864.0,477.0,1683193.0,0.0
2026-06,U03,A06,1952211.0,264466.0,690380.0,9504.0,681.8,2951923.0,0.0
2026-06,U04,A03,7347003.0,537923.0,2449823.0,58944.0,2135.8,10624988.0,510292.7
2026-06,U04,A04,3624294.0,328911.0,1252873.0,25728.0,1142.7,5333455.0,0.0
2026-06,U04,A05,669257.0,45926.0,256847.0,4048.0,149.6,1000846.0,0.0
2026-06,U04,A06,1214223.0,86592.0,422071.0,5808.0,223.2,1772274.0,0.0
2026-06,U05,A05,360134.0,17760.0,127977.0,2112.0,57.9,522862.0,0.0
2026-06,U05,A06,3695296.0,200185.0,1315043.0,17248.0,516.1,5379938.0,0.0
2026-07,U01,A01,11879754.0,1780472.0,4613292.0,85248.0,6441.9,18517173.0,534335.9
2026-07,U01,A03,3861540.0,572979.0,1298640.0,30336.0,2267.4,5804932.0,245595.9
2026-07,U01,A04,5335055.0,759087.0,1941369.0,36288.0,2628.4,8150405.0,0.0
2026-07,U01,A05,1082695.0,154225.0,394705.0,6336.0,500.8,1654925.0,0.0
2026-07,U01,A06,1828754.0,258428.0,665861.0,8800.0,664.0,2792940.0,0.0
2026-07,U02,A02,11998718.0,1137931.0,4626440.0,77184.0,3763.8,18192601.0,518765.7
2026-07,U02,A03,4353786.0,560970.0,1647282.0,33984.0,2219.9,6675014.0,281646.3
2026-07,U02,A04,5063282.0,645101.0,1817166.0,34752.0,2233.7,7654541.0,0.0
2026-07,U02,A05,926622.0,108900.0,350847.0,5456.0,353.6,1413363.0,0.0
2026-07,U02,A06,1625748.0,179110.0,544801.0,7568.0,460.2,2397182.0,0.0
2026-07,U03,A02,13655202.0,2044946.0,4717468.0,93120.0,6763.8,20671802.0,577512.0
2026-07,U03,A03,5275235.0,811054.0,1943982.0,41472.0,3209.6,8128041.0,325066.8
2026-07,U03,A04,6048959.0,919363.0,2316007.0,42816.0,3183.4,9403330.0,0.0
2026-07,U03,A05,1198033.0,179001.0,397524.0,7040.0,581.2,1796237.0,0.0
2026-07,U03,A06,2002849.0,253336.0,690540.0,9328.0,650.9,2996994.0,0.0
2026-07,U04,A03,7641304.0,781974.0,2573400.0,60288.0,3094.5,11237388.0,520526.0
2026-07,U04,A04,3875534.0,390309.0,1290731.0,26688.0,1351.5,5679769.0,0.0
2026-07,U04,A05,664441.0,54437.0,252076.0,4048.0,176.8,996955.0,0.0
2026-07,U04,A06,1316177.0,110770.0,458850.0,6160.0,284.6,1934657.0,0.0
2026-07,U05,A05,355910.0,18265.0,136218.0,2112.0,59.3,527425.0,0.0
2026-07,U05,A06,3718447.0,234736.0,1377193.0,17776.0,603.1,5493954.0,0.0
